following_url,events_url,organizations_url,url,contributions,gists_url,html_url,subscriptions_url,avatar_url,repos_url,received_events_url,gravatar_id,starred_url,site_admin,login,type,id,followers_url
https://api.github.com/users/smithbk/following{/other_user},https://api.github.com/users/smithbk/events{/privacy},https://api.github.com/users/smithbk/orgs,https://api.github.com/users/smithbk,5,https://api.github.com/users/smithbk/gists{/gist_id},https://github.com/smithbk,https://api.github.com/users/smithbk/subscriptions,https://avatars3.githubusercontent.com/u/9592001?v=3,https://api.github.com/users/smithbk/repos,https://api.github.com/users/smithbk/received_events,,https://api.github.com/users/smithbk/starred{/owner}{/repo},False,smithbk,User,9592001,https://api.github.com/users/smithbk/followers
https://api.github.com/users/bcbrock/following{/other_user},https://api.github.com/users/bcbrock/events{/privacy},https://api.github.com/users/bcbrock/orgs,https://api.github.com/users/bcbrock,5,https://api.github.com/users/bcbrock/gists{/gist_id},https://github.com/bcbrock,https://api.github.com/users/bcbrock/subscriptions,https://avatars2.githubusercontent.com/u/11968347?v=3,https://api.github.com/users/bcbrock/repos,https://api.github.com/users/bcbrock/received_events,,https://api.github.com/users/bcbrock/starred{/owner}{/repo},False,bcbrock,User,11968347,https://api.github.com/users/bcbrock/followers
https://api.github.com/users/bviswana101/following{/other_user},https://api.github.com/users/bviswana101/events{/privacy},https://api.github.com/users/bviswana101/orgs,https://api.github.com/users/bviswana101,4,https://api.github.com/users/bviswana101/gists{/gist_id},https://github.com/bviswana101,https://api.github.com/users/bviswana101/subscriptions,https://avatars0.githubusercontent.com/u/14791768?v=3,https://api.github.com/users/bviswana101/repos,https://api.github.com/users/bviswana101/received_events,,https://api.github.com/users/bviswana101/starred{/owner}{/repo},False,bviswana101,User,14791768,https://api.github.com/users/bviswana101/followers
https://api.github.com/users/jimthematrix/following{/other_user},https://api.github.com/users/jimthematrix/events{/privacy},https://api.github.com/users/jimthematrix/orgs,https://api.github.com/users/jimthematrix,4,https://api.github.com/users/jimthematrix/gists{/gist_id},https://github.com/jimthematrix,https://api.github.com/users/jimthematrix/subscriptions,https://avatars0.githubusercontent.com/u/5289853?v=3,https://api.github.com/users/jimthematrix/repos,https://api.github.com/users/jimthematrix/received_events,,https://api.github.com/users/jimthematrix/starred{/owner}{/repo},False,jimthematrix,User,5289853,https://api.github.com/users/jimthematrix/followers
https://api.github.com/users/joshhus/following{/other_user},https://api.github.com/users/joshhus/events{/privacy},https://api.github.com/users/joshhus/orgs,https://api.github.com/users/joshhus,4,https://api.github.com/users/joshhus/gists{/gist_id},https://github.com/joshhus,https://api.github.com/users/joshhus/subscriptions,https://avatars3.githubusercontent.com/u/16542757?v=3,https://api.github.com/users/joshhus/repos,https://api.github.com/users/joshhus/received_events,,https://api.github.com/users/joshhus/starred{/owner}{/repo},False,joshhus,User,16542757,https://api.github.com/users/joshhus/followers
https://api.github.com/users/harsha544/following{/other_user},https://api.github.com/users/harsha544/events{/privacy},https://api.github.com/users/harsha544/orgs,https://api.github.com/users/harsha544,4,https://api.github.com/users/harsha544/gists{/gist_id},https://github.com/harsha544,https://api.github.com/users/harsha544/subscriptions,https://avatars3.githubusercontent.com/u/14876995?v=3,https://api.github.com/users/harsha544/repos,https://api.github.com/users/harsha544/received_events,,https://api.github.com/users/harsha544/starred{/owner}{/repo},False,harsha544,User,14876995,https://api.github.com/users/harsha544/followers
https://api.github.com/users/srderson/following{/other_user},https://api.github.com/users/srderson/events{/privacy},https://api.github.com/users/srderson/orgs,https://api.github.com/users/srderson,4,https://api.github.com/users/srderson/gists{/gist_id},https://github.com/srderson,https://api.github.com/users/srderson/subscriptions,https://avatars3.githubusercontent.com/u/4872087?v=3,https://api.github.com/users/srderson/repos,https://api.github.com/users/srderson/received_events,,https://api.github.com/users/srderson/starred{/owner}{/repo},False,srderson,User,4872087,https://api.github.com/users/srderson/followers
https://api.github.com/users/rennman/following{/other_user},https://api.github.com/users/rennman/events{/privacy},https://api.github.com/users/rennman/orgs,https://api.github.com/users/rennman,4,https://api.github.com/users/rennman/gists{/gist_id},https://github.com/rennman,https://api.github.com/users/rennman/subscriptions,https://avatars3.githubusercontent.com/u/17709133?v=3,https://api.github.com/users/rennman/repos,https://api.github.com/users/rennman/received_events,,https://api.github.com/users/rennman/starred{/owner}{/repo},False,rennman,User,17709133,https://api.github.com/users/rennman/followers
https://api.github.com/users/harrisob/following{/other_user},https://api.github.com/users/harrisob/events{/privacy},https://api.github.com/users/harrisob/orgs,https://api.github.com/users/harrisob,3,https://api.github.com/users/harrisob/gists{/gist_id},https://github.com/harrisob,https://api.github.com/users/harrisob/subscriptions,https://avatars3.githubusercontent.com/u/20172739?v=3,https://api.github.com/users/harrisob/repos,https://api.github.com/users/harrisob/received_events,,https://api.github.com/users/harrisob/starred{/owner}{/repo},False,harrisob,User,20172739,https://api.github.com/users/harrisob/followers
https://api.github.com/users/elli-androulaki/following{/other_user},https://api.github.com/users/elli-androulaki/events{/privacy},https://api.github.com/users/elli-androulaki/orgs,https://api.github.com/users/elli-androulaki,3,https://api.github.com/users/elli-androulaki/gists{/gist_id},https://github.com/elli-androulaki,https://api.github.com/users/elli-androulaki/subscriptions,https://avatars1.githubusercontent.com/u/14896995?v=3,https://api.github.com/users/elli-androulaki/repos,https://api.github.com/users/elli-androulaki/received_events,,https://api.github.com/users/elli-androulaki/starred{/owner}{/repo},False,elli-androulaki,User,14896995,https://api.github.com/users/elli-androulaki/followers
https://api.github.com/users/SriramaSharma/following{/other_user},https://api.github.com/users/SriramaSharma/events{/privacy},https://api.github.com/users/SriramaSharma/orgs,https://api.github.com/users/SriramaSharma,3,https://api.github.com/users/SriramaSharma/gists{/gist_id},https://github.com/SriramaSharma,https://api.github.com/users/SriramaSharma/subscriptions,https://avatars3.githubusercontent.com/u/12134236?v=3,https://api.github.com/users/SriramaSharma/repos,https://api.github.com/users/SriramaSharma/received_events,,https://api.github.com/users/SriramaSharma/starred{/owner}{/repo},False,SriramaSharma,User,12134236,https://api.github.com/users/SriramaSharma/followers
https://api.github.com/users/akihikot/following{/other_user},https://api.github.com/users/akihikot/events{/privacy},https://api.github.com/users/akihikot/orgs,https://api.github.com/users/akihikot,2,https://api.github.com/users/akihikot/gists{/gist_id},https://github.com/akihikot,https://api.github.com/users/akihikot/subscriptions,https://avatars0.githubusercontent.com/u/7088462?v=3,https://api.github.com/users/akihikot/repos,https://api.github.com/users/akihikot/received_events,,https://api.github.com/users/akihikot/starred{/owner}{/repo},False,akihikot,User,7088462,https://api.github.com/users/akihikot/followers
https://api.github.com/users/dn0sar/following{/other_user},https://api.github.com/users/dn0sar/events{/privacy},https://api.github.com/users/dn0sar/orgs,https://api.github.com/users/dn0sar,2,https://api.github.com/users/dn0sar/gists{/gist_id},https://github.com/dn0sar,https://api.github.com/users/dn0sar/subscriptions,https://avatars2.githubusercontent.com/u/7020332?v=3,https://api.github.com/users/dn0sar/repos,https://api.github.com/users/dn0sar/received_events,,https://api.github.com/users/dn0sar/starred{/owner}{/repo},False,dn0sar,User,7020332,https://api.github.com/users/dn0sar/followers
https://api.github.com/users/manudrijvers/following{/other_user},https://api.github.com/users/manudrijvers/events{/privacy},https://api.github.com/users/manudrijvers/orgs,https://api.github.com/users/manudrijvers,2,https://api.github.com/users/manudrijvers/gists{/gist_id},https://github.com/manudrijvers,https://api.github.com/users/manudrijvers/subscriptions,https://avatars2.githubusercontent.com/u/20458059?v=3,https://api.github.com/users/manudrijvers/repos,https://api.github.com/users/manudrijvers/received_events,,https://api.github.com/users/manudrijvers/starred{/owner}{/repo},False,manudrijvers,User,20458059,https://api.github.com/users/manudrijvers/followers
https://api.github.com/users/scottz64/following{/other_user},https://api.github.com/users/scottz64/events{/privacy},https://api.github.com/users/scottz64/orgs,https://api.github.com/users/scottz64,2,https://api.github.com/users/scottz64/gists{/gist_id},https://github.com/scottz64,https://api.github.com/users/scottz64/subscriptions,https://avatars2.githubusercontent.com/u/19557276?v=3,https://api.github.com/users/scottz64/repos,https://api.github.com/users/scottz64/received_events,,https://api.github.com/users/scottz64/starred{/owner}{/repo},False,scottz64,User,19557276,https://api.github.com/users/scottz64/followers
https://api.github.com/users/murrekatt/following{/other_user},https://api.github.com/users/murrekatt/events{/privacy},https://api.github.com/users/murrekatt/orgs,https://api.github.com/users/murrekatt,2,https://api.github.com/users/murrekatt/gists{/gist_id},https://github.com/murrekatt,https://api.github.com/users/murrekatt/subscriptions,https://avatars3.githubusercontent.com/u/7213?v=3,https://api.github.com/users/murrekatt/repos,https://api.github.com/users/murrekatt/received_events,,https://api.github.com/users/murrekatt/starred{/owner}{/repo},False,murrekatt,User,7213,https://api.github.com/users/murrekatt/followers
https://api.github.com/users/xixuejia/following{/other_user},https://api.github.com/users/xixuejia/events{/privacy},https://api.github.com/users/xixuejia/orgs,https://api.github.com/users/xixuejia,2,https://api.github.com/users/xixuejia/gists{/gist_id},https://github.com/xixuejia,https://api.github.com/users/xixuejia/subscriptions,https://avatars0.githubusercontent.com/u/3783896?v=3,https://api.github.com/users/xixuejia/repos,https://api.github.com/users/xixuejia/received_events,,https://api.github.com/users/xixuejia/starred{/owner}{/repo},False,xixuejia,User,3783896,https://api.github.com/users/xixuejia/followers
https://api.github.com/users/bmos299/following{/other_user},https://api.github.com/users/bmos299/events{/privacy},https://api.github.com/users/bmos299/orgs,https://api.github.com/users/bmos299,2,https://api.github.com/users/bmos299/gists{/gist_id},https://github.com/bmos299,https://api.github.com/users/bmos299/subscriptions,https://avatars2.githubusercontent.com/u/6989387?v=3,https://api.github.com/users/bmos299/repos,https://api.github.com/users/bmos299/received_events,,https://api.github.com/users/bmos299/starred{/owner}{/repo},False,bmos299,User,6989387,https://api.github.com/users/bmos299/followers
https://api.github.com/users/asararatnakar/following{/other_user},https://api.github.com/users/asararatnakar/events{/privacy},https://api.github.com/users/asararatnakar/orgs,https://api.github.com/users/asararatnakar,2,https://api.github.com/users/asararatnakar/gists{/gist_id},https://github.com/asararatnakar,https://api.github.com/users/asararatnakar/subscriptions,https://avatars2.githubusercontent.com/u/16536995?v=3,https://api.github.com/users/asararatnakar/repos,https://api.github.com/users/asararatnakar/received_events,,https://api.github.com/users/asararatnakar/starred{/owner}{/repo},False,asararatnakar,User,16536995,https://api.github.com/users/asararatnakar/followers
https://api.github.com/users/lihangyu/following{/other_user},https://api.github.com/users/lihangyu/events{/privacy},https://api.github.com/users/lihangyu/orgs,https://api.github.com/users/lihangyu,2,https://api.github.com/users/lihangyu/gists{/gist_id},https://github.com/lihangyu,https://api.github.com/users/lihangyu/subscriptions,https://avatars3.githubusercontent.com/u/20279316?v=3,https://api.github.com/users/lihangyu/repos,https://api.github.com/users/lihangyu/received_events,,https://api.github.com/users/lihangyu/starred{/owner}{/repo},False,lihangyu,User,20279316,https://api.github.com/users/lihangyu/followers
https://api.github.com/users/6londe/following{/other_user},https://api.github.com/users/6londe/events{/privacy},https://api.github.com/users/6londe/orgs,https://api.github.com/users/6londe,1,https://api.github.com/users/6londe/gists{/gist_id},https://github.com/6londe,https://api.github.com/users/6londe/subscriptions,https://avatars2.githubusercontent.com/u/11345397?v=3,https://api.github.com/users/6londe/repos,https://api.github.com/users/6londe/received_events,,https://api.github.com/users/6londe/starred{/owner}{/repo},False,6londe,User,11345397,https://api.github.com/users/6londe/followers
https://api.github.com/users/ckeyer/following{/other_user},https://api.github.com/users/ckeyer/events{/privacy},https://api.github.com/users/ckeyer/orgs,https://api.github.com/users/ckeyer,1,https://api.github.com/users/ckeyer/gists{/gist_id},https://github.com/ckeyer,https://api.github.com/users/ckeyer/subscriptions,https://avatars3.githubusercontent.com/u/6814271?v=3,https://api.github.com/users/ckeyer/repos,https://api.github.com/users/ckeyer/received_events,,https://api.github.com/users/ckeyer/starred{/owner}{/repo},False,ckeyer,User,6814271,https://api.github.com/users/ckeyer/followers
https://api.github.com/users/genggjh/following{/other_user},https://api.github.com/users/genggjh/events{/privacy},https://api.github.com/users/genggjh/orgs,https://api.github.com/users/genggjh,1,https://api.github.com/users/genggjh/gists{/gist_id},https://github.com/genggjh,https://api.github.com/users/genggjh/subscriptions,https://avatars1.githubusercontent.com/u/3070180?v=3,https://api.github.com/users/genggjh/repos,https://api.github.com/users/genggjh/received_events,,https://api.github.com/users/genggjh/starred{/owner}{/repo},False,genggjh,User,3070180,https://api.github.com/users/genggjh/followers
https://api.github.com/users/hanhzf/following{/other_user},https://api.github.com/users/hanhzf/events{/privacy},https://api.github.com/users/hanhzf/orgs,https://api.github.com/users/hanhzf,1,https://api.github.com/users/hanhzf/gists{/gist_id},https://github.com/hanhzf,https://api.github.com/users/hanhzf/subscriptions,https://avatars0.githubusercontent.com/u/4703439?v=3,https://api.github.com/users/hanhzf/repos,https://api.github.com/users/hanhzf/received_events,,https://api.github.com/users/hanhzf/starred{/owner}{/repo},False,hanhzf,User,4703439,https://api.github.com/users/hanhzf/followers
https://api.github.com/users/s390xlinux/following{/other_user},https://api.github.com/users/s390xlinux/events{/privacy},https://api.github.com/users/s390xlinux/orgs,https://api.github.com/users/s390xlinux,1,https://api.github.com/users/s390xlinux/gists{/gist_id},https://github.com/s390xlinux,https://api.github.com/users/s390xlinux/subscriptions,https://avatars1.githubusercontent.com/u/20214271?v=3,https://api.github.com/users/s390xlinux/repos,https://api.github.com/users/s390xlinux/received_events,,https://api.github.com/users/s390xlinux/starred{/owner}{/repo},False,s390xlinux,User,20214271,https://api.github.com/users/s390xlinux/followers
https://api.github.com/users/gymgle/following{/other_user},https://api.github.com/users/gymgle/events{/privacy},https://api.github.com/users/gymgle/orgs,https://api.github.com/users/gymgle,1,https://api.github.com/users/gymgle/gists{/gist_id},https://github.com/gymgle,https://api.github.com/users/gymgle/subscriptions,https://avatars3.githubusercontent.com/u/2842518?v=3,https://api.github.com/users/gymgle/repos,https://api.github.com/users/gymgle/received_events,,https://api.github.com/users/gymgle/starred{/owner}{/repo},False,gymgle,User,2842518,https://api.github.com/users/gymgle/followers
https://api.github.com/users/HaiyangDING/following{/other_user},https://api.github.com/users/HaiyangDING/events{/privacy},https://api.github.com/users/HaiyangDING/orgs,https://api.github.com/users/HaiyangDING,1,https://api.github.com/users/HaiyangDING/gists{/gist_id},https://github.com/HaiyangDING,https://api.github.com/users/HaiyangDING/subscriptions,https://avatars1.githubusercontent.com/u/11399486?v=3,https://api.github.com/users/HaiyangDING/repos,https://api.github.com/users/HaiyangDING/received_events,,https://api.github.com/users/HaiyangDING/starred{/owner}{/repo},False,HaiyangDING,User,11399486,https://api.github.com/users/HaiyangDING/followers
https://api.github.com/users/jeroiraz/following{/other_user},https://api.github.com/users/jeroiraz/events{/privacy},https://api.github.com/users/jeroiraz/orgs,https://api.github.com/users/jeroiraz,1,https://api.github.com/users/jeroiraz/gists{/gist_id},https://github.com/jeroiraz,https://api.github.com/users/jeroiraz/subscriptions,https://avatars2.githubusercontent.com/u/1755729?v=3,https://api.github.com/users/jeroiraz/repos,https://api.github.com/users/jeroiraz/received_events,,https://api.github.com/users/jeroiraz/starred{/owner}{/repo},False,jeroiraz,User,1755729,https://api.github.com/users/jeroiraz/followers
https://api.github.com/users/lenh/following{/other_user},https://api.github.com/users/lenh/events{/privacy},https://api.github.com/users/lenh/orgs,https://api.github.com/users/lenh,1,https://api.github.com/users/lenh/gists{/gist_id},https://github.com/lenh,https://api.github.com/users/lenh/subscriptions,https://avatars1.githubusercontent.com/u/11794081?v=3,https://api.github.com/users/lenh/repos,https://api.github.com/users/lenh/received_events,,https://api.github.com/users/lenh/starred{/owner}{/repo},False,lenh,User,11794081,https://api.github.com/users/lenh/followers
https://api.github.com/users/ibmmark/following{/other_user},https://api.github.com/users/ibmmark/events{/privacy},https://api.github.com/users/ibmmark/orgs,https://api.github.com/users/ibmmark,1,https://api.github.com/users/ibmmark/gists{/gist_id},https://github.com/ibmmark,https://api.github.com/users/ibmmark/subscriptions,https://avatars2.githubusercontent.com/u/17198294?v=3,https://api.github.com/users/ibmmark/repos,https://api.github.com/users/ibmmark/received_events,,https://api.github.com/users/ibmmark/starred{/owner}{/repo},False,ibmmark,User,17198294,https://api.github.com/users/ibmmark/followers
https://api.github.com/users/mikezaccardo/following{/other_user},https://api.github.com/users/mikezaccardo/events{/privacy},https://api.github.com/users/mikezaccardo/orgs,https://api.github.com/users/mikezaccardo,1,https://api.github.com/users/mikezaccardo/gists{/gist_id},https://github.com/mikezaccardo,https://api.github.com/users/mikezaccardo/subscriptions,https://avatars2.githubusercontent.com/u/11599963?v=3,https://api.github.com/users/mikezaccardo/repos,https://api.github.com/users/mikezaccardo/received_events,,https://api.github.com/users/mikezaccardo/starred{/owner}{/repo},False,mikezaccardo,User,11599963,https://api.github.com/users/mikezaccardo/followers
https://api.github.com/users/ynamiki/following{/other_user},https://api.github.com/users/ynamiki/events{/privacy},https://api.github.com/users/ynamiki/orgs,https://api.github.com/users/ynamiki,1,https://api.github.com/users/ynamiki/gists{/gist_id},https://github.com/ynamiki,https://api.github.com/users/ynamiki/subscriptions,https://avatars1.githubusercontent.com/u/1401650?v=3,https://api.github.com/users/ynamiki/repos,https://api.github.com/users/ynamiki/received_events,,https://api.github.com/users/ynamiki/starred{/owner}{/repo},False,ynamiki,User,1401650,https://api.github.com/users/ynamiki/followers
https://api.github.com/users/rehmke/following{/other_user},https://api.github.com/users/rehmke/events{/privacy},https://api.github.com/users/rehmke/orgs,https://api.github.com/users/rehmke,1,https://api.github.com/users/rehmke/gists{/gist_id},https://github.com/rehmke,https://api.github.com/users/rehmke/subscriptions,https://avatars3.githubusercontent.com/u/9312157?v=3,https://api.github.com/users/rehmke/repos,https://api.github.com/users/rehmke/received_events,,https://api.github.com/users/rehmke/starred{/owner}{/repo},False,rehmke,User,9312157,https://api.github.com/users/rehmke/followers
https://api.github.com/users/saad-karim/following{/other_user},https://api.github.com/users/saad-karim/events{/privacy},https://api.github.com/users/saad-karim/orgs,https://api.github.com/users/saad-karim,1,https://api.github.com/users/saad-karim/gists{/gist_id},https://github.com/saad-karim,https://api.github.com/users/saad-karim/subscriptions,https://avatars1.githubusercontent.com/u/20097359?v=3,https://api.github.com/users/saad-karim/repos,https://api.github.com/users/saad-karim/received_events,,https://api.github.com/users/saad-karim/starred{/owner}{/repo},False,saad-karim,User,20097359,https://api.github.com/users/saad-karim/followers
https://api.github.com/users/bsmita/following{/other_user},https://api.github.com/users/bsmita/events{/privacy},https://api.github.com/users/bsmita/orgs,https://api.github.com/users/bsmita,1,https://api.github.com/users/bsmita/gists{/gist_id},https://github.com/bsmita,https://api.github.com/users/bsmita/subscriptions,https://avatars1.githubusercontent.com/u/8179954?v=3,https://api.github.com/users/bsmita/repos,https://api.github.com/users/bsmita/received_events,,https://api.github.com/users/bsmita/starred{/owner}{/repo},False,bsmita,User,8179954,https://api.github.com/users/bsmita/followers
https://api.github.com/users/inatatsu/following{/other_user},https://api.github.com/users/inatatsu/events{/privacy},https://api.github.com/users/inatatsu/orgs,https://api.github.com/users/inatatsu,1,https://api.github.com/users/inatatsu/gists{/gist_id},https://github.com/inatatsu,https://api.github.com/users/inatatsu/subscriptions,https://avatars0.githubusercontent.com/u/9817764?v=3,https://api.github.com/users/inatatsu/repos,https://api.github.com/users/inatatsu/received_events,,https://api.github.com/users/inatatsu/starred{/owner}{/repo},False,inatatsu,User,9817764,https://api.github.com/users/inatatsu/followers
https://api.github.com/users/bramwelt/following{/other_user},https://api.github.com/users/bramwelt/events{/privacy},https://api.github.com/users/bramwelt/orgs,https://api.github.com/users/bramwelt,1,https://api.github.com/users/bramwelt/gists{/gist_id},https://github.com/bramwelt,https://api.github.com/users/bramwelt/subscriptions,https://avatars1.githubusercontent.com/u/324567?v=3,https://api.github.com/users/bramwelt/repos,https://api.github.com/users/bramwelt/received_events,,https://api.github.com/users/bramwelt/starred{/owner}{/repo},False,bramwelt,User,324567,https://api.github.com/users/bramwelt/followers
https://api.github.com/users/troyronda/following{/other_user},https://api.github.com/users/troyronda/events{/privacy},https://api.github.com/users/troyronda/orgs,https://api.github.com/users/troyronda,1,https://api.github.com/users/troyronda/gists{/gist_id},https://github.com/troyronda,https://api.github.com/users/troyronda/subscriptions,https://avatars2.githubusercontent.com/u/1906596?v=3,https://api.github.com/users/troyronda/repos,https://api.github.com/users/troyronda/received_events,,https://api.github.com/users/troyronda/starred{/owner}{/repo},False,troyronda,User,1906596,https://api.github.com/users/troyronda/followers
https://api.github.com/users/yuki-kon/following{/other_user},https://api.github.com/users/yuki-kon/events{/privacy},https://api.github.com/users/yuki-kon/orgs,https://api.github.com/users/yuki-kon,1,https://api.github.com/users/yuki-kon/gists{/gist_id},https://github.com/yuki-kon,https://api.github.com/users/yuki-kon/subscriptions,https://avatars3.githubusercontent.com/u/20866701?v=3,https://api.github.com/users/yuki-kon/repos,https://api.github.com/users/yuki-kon/received_events,,https://api.github.com/users/yuki-kon/starred{/owner}{/repo},False,yuki-kon,User,20866701,https://api.github.com/users/yuki-kon/followers
